// Localization Table
// Language: Simplified Chinese
[Info]

//3491. ORIGINAL [#FF00B050]: In my experience ladies LOVE stairs!
349efa40-ae15-46c6-96bb-3f4114d61309 = 以我的经验,女士们喜欢楼梯！

//3492. ORIGINAL [#FF00B050]: They're smilin' when they go up them...
2b54a98e-1358-49e9-8033-3661b2e7d0f2 = 他们上去时他们在笑...

//3493. ORIGINAL [#FF00B050]: ...and they're smilin' more when they come back down.
3735f9c6-7588-4492-a061-8a3383c2c0bf = 他们回来的时候笑得更开心了.

//3494. ORIGINAL [#FF00B050]: Yeehah! So what do we need?
30d58dce-0ab8-442a-a3f5-b74b6d100c1d = 好！那我们还需要什么？

//3495. ORIGINAL [#FF00B050]: Eight planks! Eight nails and an A-D-Vanced knowledge of Car-pen-try!
781b56bf-9b2e-455e-9b03-6540c5542ae8 = 八块木板！八根钉子和高级木工知识！

//3496. ORIGINAL [#FF00B050]: Gonna need some more over...Here...
4b1e5f36-dbc8-4ac9-afdf-987190dbba41 = 还需要更多的...这里...

//3497. ORIGINAL [#FF00B050]: What goes good at the top of a flight of stairs?
b050eeb9-5e91-4c89-a023-e97a0677354e = 在楼楼顶吃什么好了？

//3498. ORIGINAL [#FF00B050]: A table with a drawer in it, right? That make you yee-hah?
71137512-25bd-4173-886f-2479778cc093 = 一张有抽屉的桌子,对吗？这让你很高兴？

//3499. ORIGINAL [#FF00B050]: Makes me yee-hah anyways.
b5edf317-8dc9-42da-b5d4-23c2284bfa69 = 不管怎么说,这让我哈哈大笑.

//3500. ORIGINAL [#FF00B050]: A lady could keep her valuables in it.
5132bbcf-64d0-422d-a26e-3c6ca11bc4eb = 一位女士可以把她的贵重物品放在里面.

//3501. ORIGINAL [#FF00B050]: Maybe a bible, maybe a gun.
1bad3260-46d1-4047-8574-6ce13254a8eb = 或许是一本圣经,也或许是一把枪.

//3502. ORIGINAL [#FF00B050]: Five planks! Four nails! Go!
224cfa55-b945-4883-b436-8bdda1b74b67 = 五块木板！四根钉子！走！

//3503. ORIGINAL [#FF00B050]: That's enough for this week, huh?
9a3212d2-64ea-4338-a2e1-554c3dad3782 = 这个星期足够了吧？

//3504. ORIGINAL [#FF00B050]: If you're wantin' more - I'll be upstairs.
68fcd60c-72c0-402e-bfa8-4fcb2c09af36 = 如果你还有需要,我就在楼上

//3505. ORIGINAL [#FFFFC000]: Hey, it's me. Dean - back with some nature.
2f29b7e4-f698-4339-aeb0-653303d4a031 = 嘿,是我.Dean,带着自然的气息回来了.

//3506. ORIGINAL [#FFFFC000]: Now I hate killing little creature guys.
660bdbdf-eb14-494d-ad94-a7a3d5492a78 = 现在我讨厌杀小动物.

//3507. ORIGINAL [#FFFFC000]: But sometimes you've just got to survive, right?
7291af6e-8dea-4011-ab2b-54b48ec9c9e8 = 但有时候你只需要生存下去,对吗？

//3508. ORIGINAL [#FFFFC000]: Today we're building what I call a 'Wooden Cage Trap'.
1886312f-e076-4361-b745-f4e6bc8c9c10 = 今天我们要做的是一个称之为“木笼陷阱”的东西.

//3509. ORIGINAL [#FFFFC000]: It's this cage you build out of wood.
3e3dc4ba-124a-4db2-95bd-e64a66f7704c = 这是您用木板制作的笼子.

//3510. ORIGINAL [#FFFFC000]: Inside it you trap stuff.
21699af6-00ab-43a2-849f-4ec246019801 = 里面捕获了东西.

//3511. ORIGINAL [#FFFFC000]: So right now I'm taking this saw to three planks.
e5a10065-d958-4e40-998c-27f9278911ae = 现在,我将原木锯成三个木板.

//3512. ORIGINAL [#FFFFC000]: Then, five nails should do you right.
4dba4aa0-770f-48c3-9eaa-88623d5bd144 = 那么,五颗钉子应该没错.

//3513. ORIGINAL [#FFFFC000]: Just hammer it all into place...
f40ec98e-99cc-4e24-807d-d8e62d6f9e91 = 只需要用锤子敲打到位...

//3514. ORIGINAL [#FFFFC000]: ...like this.
85687551-21a6-471b-89b0-45e5693fa47c = ...就像这样.

//3515. ORIGINAL [#FFFFC000]: Now let's go somewhere quiet.
f9c62c4c-c7b9-430c-8361-1725f3bb0443 = 现在让我们去安静的地方.

//3516. ORIGINAL [#FFFFC000]: Here I am in the woods, and I'm setting down the trap.
19040afe-7570-45e2-8101-d338702f8496 = 现在我在森林里,放下陷阱.

//3517. ORIGINAL [#FFFFC000]: Just... chuck in some bait like this and get outta there.
678c9acd-0d48-4b64-ade3-00e5e1d82854 = 只需... 这样的诱饵,然后离开这里.

//3518. ORIGINAL [#FFFFC000]: When you come back?
07800c34-064f-47ab-975e-1160593e38b8 = 什么时候回来这里？

//3519. ORIGINAL [#FFFFC000]: Maybe there'll be a little animal guy there.
6e49f4b3-8706-413e-a92d-5f03f201eea6 = 也许那里面会有一个小动物.

//3520. ORIGINAL [#FFFFC000]: Ready for the pot.
45e706f7-6b9b-4d1c-a9b4-2f5b1ee11518 = 准备下锅.

//3521. ORIGINAL [#FFFFC000]: Once you've killed and gutted him anyway.
9df26228-fd2d-45b6-94ac-18729eda5d8c = 一旦你杀死了它们并处理了内脏.

//3522. ORIGINAL [#FF8080FF]: It Steams! It Broils! It can even fricassee!
6f938029-e68a-471b-824c-cef57a70ade9 = 它冒着热气！太棒了！它甚至能看得见！

//3523. ORIGINAL [#FF00B050]: What is this amazing machine Diane?
0fdb4770-75f6-4f75-ba50-f1020b3acf40 = 戴安,这台神奇的机器是什么？

//3524. ORIGINAL [#FF8080FF]: Why it's the Harakka all-purpose slow-broiler, from Scandinavia!
7b1ec845-0f7b-4194-ad37-1dc757c92622 = 为什么是斯堪的纳维亚的哈拉卡万能慢烤鸡！

//3525. ORIGINAL [#FF00B050]: I had NO idea that Scandinavia was such an AMAZING place!
72c97bf2-e73a-4113-9998-b8ca332f8bd1 = 我完全不知道斯堪的纳维亚半岛真是个了不起的地方！

//3526. ORIGINAL [#FF8080FF]: Well now you do! Have you seen me do this yet?
3f123739-c83f-4ad4-9b11-7b6b85948a26 = 好吧,现在你做到了！ 你看到我这样做了吗？

//3527. ORIGINAL [#FF00B050]: No way.
b47434b7-15de-4665-99da-b5ed7261a264 = 没门.

//3528. ORIGINAL [#FF8080FF]: Uhuh!
3a4829aa-a9af-4e6d-b498-3acb5fe4d919 =啊！啊！ 

//3529. ORIGINAL [#FF00B050]: And what can I put in there?
603319eb-42bb-4104-95b5-64daf2f26959 = 我可以放什么呢？

//3530. ORIGINAL [#FF8080FF]: Vegetables, meat, your favourite snack....
67318960-26bb-4a20-b06c-65aa480a2b34 = 蔬菜,肉,或者你最喜欢的零食……

//3531. ORIGINAL [#FF8080FF]: This is the FIRST machine of its kind. And you know what?
37d866da-5adf-4332-9ee3-82a1ccf03e4c = 这是这类机器中的第一台.你知道吗？

//3532. ORIGINAL [#FF00B050]: What?
c869c4f8-2808-4bd1-8dc2-df45812421c9 =什么？

//3533. ORIGINAL [#FF8080FF]: It's a DREAM to clean. Just watch.
83756c14-84ab-488f-87ab-9eeeba14ec9b = 保持一尘不染是我的梦想.快看.

//3534. ORIGINAL [#FF00B050]: That is amazing. How do I get one?
68d3d0de-7721-48ac-a96f-1ecbf088f8a3 = 太棒了. 我该如何获得它？

//3535. ORIGINAL [#FF8080FF]: Just call the number on-screen!
148a5014-bfb8-4368-abc0-3a1e165de144 = 只要拨打屏幕上的号码就行了！

//3536. ORIGINAL [#FF8080FF]: You know how this works by now!
ddd81963-8b27-422f-83fb-c6d804aa4fab = 你现在已经知道这是怎么回事了！

//3537. ORIGINAL [#FF00B050]: Focus-testing. You gotta love it, huh?
e9d27efc-d1ec-4462-b09e-2416564d6d9a = 重点测试. 你一定喜欢它,对吗？

//3538. ORIGINAL [#FFFFC000]: It's Dean - back with Exposure Survival!
4ec7eb7a-8b00-4fa2-95de-6286ba8cb83e = 是《曝光求生》的迪恩-回来了！

//3539. ORIGINAL [#FFFFC000]: Hey guys! Welcome back to Nature!
d3279147-c24a-4441-991f-729d6804a4c8 = 嘿伙计们！欢迎回到大自然！

//3540. ORIGINAL [#FFFFC000]: All the time people ask: "Dean - where do you find all this stuff?"
ea4dcbf6-f658-4be6-969f-411b88da5ff8 = 一直有人问:“迪恩——你从哪里找到这些东西的？”

//3541. ORIGINAL [#FFFFC000]: "You're in the middle of nowhere but you've got cool gear."
65516990-5571-425b-9073-2c16b613f033 = “你身处偏僻之地,但你的装备很酷.”

//3542. ORIGINAL [#FFFFC000]: Well there's two answers to that question-asker.
329b4fd1-cc3f-4a11-8afc-ceccd9fcb5a8 =嗯,对于这个提问者,有两个答案.

//3543. ORIGINAL [#FFFFC000]: One is the paperclip: which stays on me at ALL times.
ef497181-a22d-4e8b-8870-2187d81f285b =第一个是回形针：它一直都在我身上.

//3544. ORIGINAL [#FFFFC000]: The second is foraging.
dd875aa3-b6ff-4418-a377-35bdee71f20e = 第二种是觅食.

//3545. ORIGINAL [#FFFFC000]: It's amazing the sort of stuff that nature can provide.
3f50871d-a047-4314-af45-bbdf5d0f4782 = 大自然可以提供的东西真是太神奇了.

//3546. ORIGINAL [#FFFFC000]: So next time you're in the woods: open your eyes.
b34a4abf-d023-4eb9-b15b-9f58c2b37b02 =所以下次你在树林里的时候：睁开你的眼睛. 

//3547. ORIGINAL [#FFFFC000]: Look around.
1cc3b153-1e07-4d52-a685-99322df5a52b = 环顾四周.

//3548. ORIGINAL [#FFFFC000]: And when you've picked up what you can find?
d8981302-0c98-46d1-adea-d0510c30a87d = 当你找到你能找到的东西时？

//3549. ORIGINAL [#FFFFC000]: Well that's just amazing, ey?
fa6ad372-4889-498b-ae6d-1a3bae3c9992 = 这真是太棒了,对吧？

//3550. ORIGINAL [#FFFFC000]: Then check out the woods next door.
8c9a85c8-04c3-4a71-a6c3-3426f2083892 = 然后去探索下你隔壁的树林.

//3551. ORIGINAL [#FFFFC000]: Woods are just awesome.
7e0e663c-e6bb-4fbd-b89d-82658cf2c8ed = 树林太棒了.

//3552. ORIGINAL [#FF8080FF]: This house used feel dark and lonely, but...
989baf87-0f8b-4d53-9724-1c0bb92728e2 = 这房子以前感觉又暗又寂寞但是...

//3553. ORIGINAL [#FF8080FF]: ...with Connall and Coble overhead lights - life is illuminated.
6786ac9b-85ba-4299-b029-132131447ad4 = ...有了康纳尔和科布尔顶灯,生活被照亮了.

//3554. ORIGINAL [#FF00B050]: I'll see you later honey!
3350eb97-b888-45f4-972e-14e9b179d146 = 回头见,亲爱的！

//3555. ORIGINAL [#FF8080FF]: Bye sweetie. Back at seven for pot roast!
94480020-c1de-47c8-931a-914c95174563 = 再见,亲爱的.七点回来吃炖肉！

//3556. ORIGINAL [#FF00B050]: Sure thing! Hey isn't it bright in here?
fb7a7fbb-f202-4c63-bab8-95b6e8e37126 = 没问题！嘿,这里不是很亮吗？

//3557. ORIGINAL [#FF8080FF]: It sure is.
191551c3-4be4-43ca-9d75-296a138aa1ec = 就是.

//3558. ORIGINAL [#FF8080FF]: Connall and Coble overhead lighting can do magic.
079742d1-2bb2-4854-b1d2-3a65da20401a = 康纳尔和科布尔头顶上的灯光可以施展魔力.

//3559. ORIGINAL [#FF00B050]: Enjoy your day!
4666e4b7-d2d7-416d-b4dc-afd6b0d5f117 = 祝您一天愉快！

//3560. ORIGINAL [#FF8080FF]: Now he's gone - I'll let you into a secret.
9b4ce616-8e66-4b0f-823f-ff23c01cdeb4 = 他走了--现在我要告诉你一个秘密.

//3561. ORIGINAL [#FF8080FF]: Order today and you can bring life back into your home...
8e4b219c-1ad4-4179-b730-53902d9f97a0 = 今天下订单,你就可以把它带回家.

//3562. ORIGINAL [#FF8080FF]: ... with 10% off every order.
aedd5570-53cd-423a-b9fa-e841138c6b3a = ...每份订单打九折.

//3563. ORIGINAL [#FF8080FF]: Be like me.
7fe11ef5-bbaf-4209-833f-18c550345415 = 像我一样.

//3564. ORIGINAL [#FF8080FF]: My life is illuminated, with Connall and Coble!
6c1b23db-580e-462d-b7ac-2f3e98380f1b = 我的生活被照亮了,有康纳尔和科尔！

//3565. ORIGINAL [#FFFFC000]: Dean right here: welcoming YOU back to Nature.
bab7d4c7-baa0-40e2-82cd-83af7ccb6a5f = 迪恩:欢迎你回到大自然.

//3566. ORIGINAL [#FFFFC000]: This is: Exposure Survival!
299d0d6c-a7f5-4e07-8db4-9f52846cdbda = 这就是:《曝光求生》

//3567. ORIGINAL [#FFFFC000]: Everyone gets thirsty, right? I know I do.
2f5141a6-192d-4dac-9491-e0d998251eab = 每个人都会口渴,对吗？我知道我知道.

//3568. ORIGINAL [#FFFFC000]: If you're a way away from a river though, and there's no tap?
024f1e84-0a68-4179-af7b-f7fe07f8b036 = 但是,如果你离河很远,那有没有水龙头？

//3569. ORIGINAL [#FFFFC000]: What are you going to do when the sky stops providing?
ca117ee4-b696-452c-81cd-cb27acafad4a = 当天空停止供给的时候你需要做什么？

//3570. ORIGINAL [#FFFFC000]: I'm talking rain guys.
d1996bb9-c634-4f62-8de1-2c15328086c8 = 我说的是雨.

//3571. ORIGINAL [#FFFFC000]: Storing rain, or 'water', is vital to survival.
37354046-9ab5-4b76-ac75-9d45f8ca9f6f = 储存雨水或“水”对生存至关重要.

//3572. ORIGINAL [#FFFFC000]: So build a Rain Collector Barrel to collect water.
51c11cc2-1a7d-48da-bd36-3fe363fe5a27 = 因此,建造一个集雨桶来收集水.

//3573. ORIGINAL [#FFFFC000]: Take four wooden planks, four nails and...
2b119fb1-53d7-495a-a1ba-b3f995696f67 = 拿四块木板,四颗钉子.. 

//3574. ORIGINAL [#FFFFC000]: Whack 'em with your hammer.
7919285a-dba9-4d9f-824b-d48c2d11e6c4 = 再用你的锤子敲打它们.

//3575. ORIGINAL [#FFFFC000]: Then use rubbish bags, or 'garbage' bags, for the interior.
c76be599-e22c-4992-9d7a-e7a895e10930 = 然后在室内使用垃圾袋,或“垃圾袋”.

//3576. ORIGINAL [#FFFFC000]: Then: look at the sky.
45bb7159-0a63-4e24-930d-477a4601583f = 然后：祈求老天.

//3577. ORIGINAL [#FFFFC000]: When it rains just watch that thing fill.
de7c574d-48df-483d-9917-8585c8a58885 = 下雨的时候,只要看着那玩意儿装满水就行了.

//3578. ORIGINAL [#FFFFC000]: You'll think: 'Wow. I'm not going to die."
5d998990-8428-42bc-9220-a481f4918db8 = 你会想：‘哇,我不会死的.’

//3579. ORIGINAL [#FFFFC000]: "And that is awesome!"
a168155a-98a2-418c-b13d-62c10750cb60 = “这太棒了！”

//3580. ORIGINAL [#FF00B0F0]: How you doing? You're on the Cook Show!
85b904e0-14e3-4daf-b354-33a7eb31df83 = 你好吗？你上了厨艺秀！

//3581. ORIGINAL [#FF8080FF]: Today we're going to settle something!
c1683575-201b-4450-a96d-6f11c257d642 = 今天我们要解决一些问题！

//3582. ORIGINAL [#FF8080FF]: Something once and for all!
80b0669b-91a1-4bdb-bc99-574fc3affb40 = 是一劳永逸的事！

//3583. ORIGINAL [#FF8080FF]: Pancakes or waffles, which is best?
fbb4360f-2fe8-470b-b793-57ad6b083314 = 煎饼和华夫饼,哪一个最好吃？

//3584. ORIGINAL [#FF8080FF]: Well, I'll tell ya.
8555a4d0-c749-4951-aeb0-85fa9acdaccc = 好吧,我告诉你.

//3585. ORIGINAL [#FF00B0F0]: TURBO: Your friend. Your entertainment!
73ca8ce4-585f-4377-8545-e82efbfe51fa = 你的朋友.你的娱乐节目！

//3586. ORIGINAL [#FF00B050]: We're going over to our colleagues at Triple-N.
335d74d4-10eb-4683-aca2-02f05515e88a = 我们要去找我们在Triple-N的同事.

//3587. ORIGINAL [#FF00B050]: We're still broadcasting alongside colleagues at Triple-N...
52155001-f962-44d8-ad8c-765112b1fde4 = 我们还在和Triple-N的同事一起播报...

//3588. ORIGINAL [#FF00B050]: ...on the developing situation in Kentucky.
3a54ce0d-534f-489d-b41a-e5698f19b881 = ...关于肯塔基州的发展形势.

//3589. ORIGINAL [#FF8080FF]: I'm Stephanie O'Donoghue. This is Hollywood Insider!
d1a5bf30-f85f-4a3e-9f53-95dce7f09521 = 我是斯蒂芬妮·奥多诺霍.这里是好莱坞内幕！

//3590. ORIGINAL [#FF8080FF]: The Forgotten Element is the latest blockbuster to hit the big screen...
dd1b66c4-1f13-45ec-864a-4156657e9c01 = “被遗忘的元素”是最新一部登上大银幕的大片.

//3591. ORIGINAL [#FF8080FF]: ... and, as ever, Hollywood Insider had EXCLUSIVE access to the stars!
5e7c9603-1df4-4c7a-9adb-6e12d6289772 = ...而且,和往常一样,好莱坞内幕拥有独家接触明星的权利！

//3592. ORIGINAL [#FF8080FF]: My name's Stephanie O'Donoghue, and I'm here with Cindy Craddock.
74735e7a-10b3-42d0-9916-7c325056c92a = 我叫斯蒂芬妮·奥多诺休,我和辛迪·克拉多克在一起.

//3593. ORIGINAL [#FF8080FF]: Cindy, I've seen the movie and it's just AMAZING.
5e7b586b-c52c-42a2-8535-a5d3ac348751 = 辛迪,我看过这部电影,太棒了.

//3594. ORIGINAL [#FF8080FF]: How are you dealing with all this positive feedback?
d1387e28-e1a3-41df-993a-5ea2723b700a = 你是如何处理所有这些积极的评价？

//3595. ORIGINAL [#FF00B050]: Oh I hate it! No, just kidding!
3f2f889c-a1d3-4cbf-bfc9-f650b54e73b8 = 哦,我讨厌它！不,我开玩笑的！

//3596. ORIGINAL [#FF00B050]: I love it. Who doesn't love positive feedback?
93d261fa-9bc8-46df-84de-cc77fbfc2f7d = 我爱死它了.谁不喜欢积极的评价呢？

//3597. ORIGINAL [#FF8080FF]: The role was challenging though? Tough?
7096202a-ef0a-491c-b780-b45bc880e19e = 不过,这个角色需要很强的挑战性吗？对你来说？

//3598. ORIGINAL [#FF00B050]: Sure it was tough. I had to really get into the mindset of the character.
13aff6c0-d7e9-4b2e-b91d-f935caf87e28 = 当然这很艰难.我必须真正进入角色的心态.

//3599. ORIGINAL [#FF00B050]: Sometimes I'd just sit in my trailer and I'd feel overwhelmed.
40e3b635-9ce5-42eb-955a-51c6b68db4c1 = 有时我只是坐在拖车里,感觉不知所措.

//3600. ORIGINAL [#FF00B050]: I'd just cry...
b9d58584-2368-4af9-8f64-fd65c91b3c64 = 我会哭...

//3601. ORIGINAL [#FF8080FF]: Wow Cindy. And how did you prepare for the nude scenes?
f67af45b-da79-4247-bc6c-93142505faa4 = 哇,辛迪.那你是如何为裸戏做准备的？

//3602. ORIGINAL [#FF00B050]: I don't care about that stuff. It's just my body.
5f2d8a43-4065-4ce1-a16d-9585040e9a62 = 我不在乎我的身体,对于此事.

//3603. ORIGINAL [#FF00B050]: When you're there it's just another day at work.
001702db-f867-48d2-936b-0dd3e8db299d = 当你进入状态的时候,这只是一天又一天的工作.

//3604. ORIGINAL [#FF8080FF]: You know people are talking Oscars, right?
3726aeab-dabf-4ead-8ed3-53229562ed9f = 你知道人们在谈论奥斯卡,对吧？

//3605. ORIGINAL [#FF00B050]: Ha! Let's not get ahead of ourselves.
698a8a9c-2cea-481b-8f80-f35ad3a8c2de = 哈！我们不要操之过急.

//3606. ORIGINAL [#FF00B050]: But if the Academy are watching! Go for it!
45c40363-c5bd-4e39-a335-a7b615abc2c6 = 但是如果学院在看的话！勇敢点儿!

//3607. ORIGINAL [#FF8080FF]: Cindy, the movie's great - and we love you!
641ebc89-3e84-4e73-a4e9-8a3caccdf284 = 辛迪,这部电影太棒了--我们爱你！

//3608. ORIGINAL [#FF00B050]: Thank you! I love you too!
439d1c69-9f2f-43a2-98d1-0815c68e1500 = 谢谢!.我也爱你!

//3609. ORIGINAL [Red]: Cut off the phonelines!
233bbdd2-48d7-4e4c-9be9-c7e040e903e3 = 切断电话线！

//3610. ORIGINAL [#FF00B050]: Once more, we're going over to our colleagues at Triple-N.
e49f580c-8cfb-409a-910d-c285ae42f04a = 再一次,我们要去找我们在Triple-N的同事.

//3611. ORIGINAL [#FF8080FF]: Thanks for joining us. We have an announcement on the Knox crisis:
889fb21e-cd0c-4b50-82f0-8f9265a6b169 = 感谢您收看我们的节目.我们有一个关于诺克斯危机的公告：

//3612. ORIGINAL [#FF8080FF]: With no confirmation of the violent scenes some claim to have witnessed.
c9c1f0b0-be4d-4e02-ae0b-93af0159ead1 = 在没有证实暴力场面的情况下,一些人声称目睹了这些场面.

//3613. ORIGINAL [#FF8080FF]: But still no reasoning behind the communication blackout:
ebb52799-6489-4c6d-9afe-ec1ada4cb72c = 但通讯中断背后仍然没有任何理由：

//3614. ORIGINAL [#FF8080FF]: ... and evacuated to the North seem to be saying 'No'.
08e0c50c-355d-4267-a568-3e86a3c7e39d = ..被疏散到北方的人似乎在说‘不’.

//3615. ORIGINAL [#FF8080FF]: We're now returning you to your regular programming.
eb7f9886-893b-4f5b-83d6-3fa7874a3b72 = 我们现在让您回到您的常规节目中.

//3616. ORIGINAL [#FF00B0F0]: [img=music] Doop-ity doo. Wee-woo. Wee-woo. [img=music]
934c42ef-12a2-424e-ba15-7f979361fd7a =[img=music] Doop-ity doo. Wee-woo. Wee-woo. [img=music]

//3617. ORIGINAL [#FF00B0F0]: [img=music] Woo. [img=music]
bb5d2a03-dffa-4830-b91d-d449714fce3b = [img=music] Woo. [img=music]

//3618. ORIGINAL [#FFFFC000]: You're way out of line Hargrave.
9f66988e-7ced-496e-af44-9b945b81f8ce = 你太过分了,哈格雷夫.

//3619. ORIGINAL [#FFFFC000]: You think this is a game?
c3e43834-8fff-4679-8469-2ea6ec5a505c = 你觉得这是场游戏吗？

//3620. ORIGINAL [#FFFFC000]: You cannot expect the FBI to fund these... ghost hunts.
680c709e-dab2-467b-a859-41954c5c1957 = 您不能指望联邦调查局为这些……幽灵狩猎者提供资金.

//3621. ORIGINAL [#FF00B050]: Ghost hunts? This is real. This is science.
245764d0-5054-4daa-b135-7214af803dba = 幽灵狩猎者？这是真的.这就是科学.

//3622. ORIGINAL [#FFFFC000]: And why should the Federal Bureau of Investigation be involved?
de3a8f28-52e4-42ca-a566-bf530b6c343e = 还有为什么要联邦调查局介入？

//3623. ORIGINAL [#FF00B050]: Because a man, a father of two children, was found dead.
33ba1ad8-b33b-40d1-948f-83aa2b718a32 = 因为一个男人,两个孩子的父亲,被发现死了.

//3624. ORIGINAL [#FFFFC000]: Then find the murderer!
5b9a43d3-9a13-4ae4-b70b-da52bb9f6ebc = 那就找到凶手！

//3625. ORIGINAL [#FF00B050]: I've found the murderer! It's just outside your narrow range of perception!
35410de1-22d9-4a67-8ea7-4a4f16a13754 = 我找到凶手了！只是超出了你狭隘的认知范围！

//3626. ORIGINAL [#FFFFC000]: A ghost turned his head inside out? Do you want me fired?
a8caa131-efec-4dec-b1cb-f4cbf475a31c = 一个鬼把头翻过来？你想让我被解雇吗？

//3627. ORIGINAL [#FFFFC000]: I'm shutting you down!
8b4a70ca-2a13-47b5-b65d-90289a8ccd8b = 我要切断你的连线！

//3628. ORIGINAL [#FFFFC000]: I'm shutting the whole Paranormal department down!
819bf863-8eaf-4521-a433-e2f536815951 = 我要关闭整个超自然部门！

//3629. ORIGINAL [#FF00B050]: You can't do that!
6fee6c8a-0cbd-4d13-bc9d-5ec5828e746f = 你不能这么做

//3630. ORIGINAL [#FFFFC000]: I just did.
abc6b584-4660-46bb-ad35-b56686c79ac5 =我刚刚做了

//3631. ORIGINAL [#FF00B0F0]: [img=music] Jaunty music [img=music]
14dfb715-3d12-45e5-b326-135dad305432 = [img=music]欢快的音乐声[img=music]

//3632. ORIGINAL [#FF00B050]: 3rd December 1992. Personal diary of Albert Wellen QC.
434d45c0-832f-4c84-8ee8-f2839bb8e023 = 1992年12月3日.阿尔伯特·韦伦的个人日记.

//3633. ORIGINAL [#FF00B050]: Life's rather tricky when you're 17.
fe78c652-284c-4ed1-b16d-15a3fded56ab = 当你17岁的时候,生活是相当难办的.

//3634. ORIGINAL [#FF00B050]: Life's even trickier when you're a Queen's Counsel in the British Judicial System.
3eecc27d-b503-4623-a63e-c0e089d328ac = 当您是英国司法系统的女王法律顾问时,生活甚至会更加难办.

//3635. ORIGINAL [#FF00B050]: I've learned rather a lot of tough lessons today.
612026be-3c5f-40de-b75e-2b0973d05b97 = 今天我学到了相当多的惨痛教训.

//3636. ORIGINAL [#FF00B050]: Lessons about love. Lessons about life.
5aa763a4-f9b8-44d6-b9f8-99f69abf815e = 关于爱情的课程.关于生活的课程.

//3637. ORIGINAL [#FF00B050]: Lessons about legislature...
52f8f07a-229a-4484-a4db-ee8d8fe644fb = 关于立法机构的课程...

//3638. ORIGINAL [#FF8080FF]: Albert, are you asking me out on a date?
7ba94cc7-e5e3-4554-9b6f-3c842d7871fa = 艾伯特,你是在约我出去吗？

//3639. ORIGINAL [#FF00B050]: Golly gosh. I rather think I just did.
e004265b-cbff-4488-af74-2f4b5bdcc028 = 天哪.我想我刚刚就这么做了.

//3640. ORIGINAL [#FF8080FF]: Oh Albert, I've been waiting so long...
0009bc32-db7b-4795-b83d-47dd4ca27857 = 哦,艾伯特,我已经等了很久了...

//3641. ORIGINAL [#FFFFC000]: Sir, you're required in the James vs. Greggs hearing.
2cc0d3b1-b611-41d6-948a-82c8bbf32c3e = 先生,詹姆斯对格雷格斯的听证会需要你.

//3642. ORIGINAL [#FF00B050]: Now? What dratted timing.
99619c97-f556-442d-9641-bb81ff3e89cf = 现在？ 什么时间安排了.

//3643. ORIGINAL [#FF8080FF]: You go Albert. You go.
56cfbfc5-8ebf-4daa-80fc-aec637ae28e5 = 你去吧,艾伯特.你去吧.

//3644. ORIGINAL [#FF8080FF]: I can wait. I suppose.
fa0593eb-eb20-4c72-89c7-ff6faac03c6e = 我可以等的.我想是吧.

//3645. ORIGINAL [#FF00B050]: I'm so sorry Eliza. I'll see you in Maths this afternoon?
9ad16d63-09d1-4447-87dc-e4d695bb110a = 我很抱歉,伊莱扎.今天下午数学课见？

//3646. ORIGINAL [#FFFFC000]: Sir, the Defence has been called Sir.
18c65067-4204-4f0b-a8a9-6776a3c548e5 = 先生,辩方已被称为先生.

//3647. ORIGINAL [#FF00B050]: I'm needed. I'm sorry.
6fa52e84-bb4c-4e78-9db8-7266b3366bc8 = 我们需要我.对不起.

//3648. ORIGINAL [#FFFFC000]: Come with haste sir.
9b99f2f4-c6a8-42f2-91dc-2433621f60e5 = 先生,快点来吧.

//3649. ORIGINAL [#FF00B0F0]: [img=music] Orchestral music [img=music]
e2005016-ea6c-4f73-bd79-2b15d2d5152a = [img=music] Orchestral music [img=music]

//3650. ORIGINAL [#FF8080FF]: Joshie, what's wrong?
c89de8d8-ffcf-4369-ad62-b893ef6953d2 = 乔希,怎么了？

//3651. ORIGINAL [#FF8080FF]: You just won the Orange County Football tournament...
736dd5b0-2dd7-4e13-8a32-112958e8568d = 你刚刚赢得了橙县橄榄球锦标赛.

//3652. ORIGINAL [#FF8080FF]: ...but you look so sad.
301e2bef-7633-40d8-b614-e1f4291e08ae = ...但是你看起来很悲伤

//3653. ORIGINAL [#FF00B050]: I'm happy Mary-Beth. And when you led the cheer-leading...
013ddfc2-d46b-4158-b2b1-af7c8bf3d7c4 = 我很高兴玛丽-贝丝.当你领导啦啦队的时候...

//3654. ORIGINAL [#FF00B050]: ... that was so amazing.
96803651-b5aa-4e50-9f08-d51010bf22b7 = ..这太棒了.

//3655. ORIGINAL [#FF00B050]: But I love you so much, and I guess I'm sad...
c12072dd-4707-4563-baf4-c319a78f982a = 但我太爱你了,我想我很难过.

//3656. ORIGINAL [#FF00B050]: ...because I can't find the words to tell you just how much.
7431ebe4-de82-4f8d-8a6e-3d9b815e1b07 = ...因为我想不到有多少词来告诉你到底有多爱你.

//3657. ORIGINAL [#FF8080FF]: Joshie. You just did!
